iter	RMSE
947	0.3973838571
948	0.3973467135
949	0.3973045807
950	0.3972461488
951	0.3971788666
952	0.3971246503
953	0.3970850866
954	0.3970288008
955	0.3969954792
956	0.3969064512
957	0.3968800713
958	0.3968052606
959	0.3967778174
960	0.3967442433
961	0.396697291
962	0.3966558105
963	0.396627576
964	0.3965880639
965	0.3964930159
966	0.3964245276
967	0.3963327004
968	0.3961808313
969	0.3961541874
970	0.3961195632
971	0.3960667903
972	0.3960298477
973	0.3959852573
974	0.3959509148
975	0.3958920122
976	0.3958270557
977	0.3957817373
978	0.3957461291
979	0.3957046891
980	0.3955939389
981	0.395540988
982	0.3955113477
983	0.3954672802
984	0.3953512452
985	0.3952854097
986	0.3952546819
987	0.3952074687
988	0.3951473983
989	0.3950318351
990	0.3949730997
991	0.3949363599
992	0.3949044128
993	0.3948675333
994	0.394758227
995	0.3946862067
996	0.3946276215
997	0.3945948822
998	0.3944551266
999	0.3943858156
